timestamp(s),w,x,y,z
0.0,0.9998930096626282,0.01441302802413702,0.0012449665227904916,0.0022083050571382046
0.011874914169311523,0.9999629259109497,0.008310110308229923,0.0005700328038074076,0.002210339531302452
0.022779226303100586,0.9999951720237732,0.0021786843426525593,0.00036805353011004627,0.002212472492828965
0.030501365661621094,0.999997615814209,-9.268335270462558e-05,0.00013878977915737778,0.002209471771493554
0.040885210037231445,0.9999975562095642,9.027401392813772e-05,-4.3364474549889565e-05,0.0022070137783885
0.050932884216308594,0.9999975562095642,1.790283204172738e-05,-0.0001440924097551033,0.0022059809416532516
0.06104922294616699,0.9999975562095642,-0.00037854164838790894,-8.184523903764784e-05,0.0022069804836064577
0.07119584083557129,0.999997615814209,-0.0002870394673664123,0.00012467466876842082,0.0022047387901693583
0.08136487007141113,0.999997615814209,-0.00010759430733742192,0.00025642718537710607,0.002205050550401211
0.09160757064819336,0.9999975562095642,-0.0002444843703415245,-0.00012640417844522744,0.0022081041242927313
0.1019279956817627,0.9999975562095642,-0.0002283466310473159,4.7054945753188804e-05,0.002207640092819929
0.1149749755859375,0.9999974966049194,-0.00013498018961399794,0.00039531689253635705,0.0022077318280935287
0.12230491638183594,0.9999975562095642,-0.00021245736570563167,0.0002379916695645079,0.0022071823477745056
0.13262724876403809,0.9999975562095642,3.666980046546087e-05,0.00012963043991476297,0.0022048340179026127
0.14288640022277832,0.9999974966049194,-0.00018203396757598966,-0.0002657708537299186,0.0022025590296834707
0.15448474884033203,0.9999974966049194,-0.0005044168210588396,0.00017989020852837712,0.0022036507725715637
0.186248779296875,0.999997615814209,-0.0002957303368020803,-7.015326991677284e-05,0.0022014393471181393
0.1865699291229248,0.9999975562095642,-4.51757077826187e-05,-0.0002406586572760716,0.0021988905500620604
0.18669629096984863,0.9999976754188538,4.335281118983403e-05,0.00011630360677372664,0.002197345020249486
0.193589448928833,0.9999975562095642,-0.00023880590742919594,-0.00028396424022503197,0.0021985939238220453
0.20365357398986816,0.9999975562095642,0.00013309571659192443,-0.00021907994232606143,0.002199132926762104
0.21729803085327148,0.999997615814209,-3.919488153769635e-05,1.5065650586620905e-05,0.0021968460641801357
0.2241349220275879,0.9999974966049194,-0.0003896164707839489,0.0001097834319807589,0.002194539410993457
0.2343308925628662,0.9999976754188538,1.945553594850935e-05,6.261770613491535e-05,0.0021922860760241747
0.2444307804107666,0.9999976754188538,3.818108234554529e-05,0.00021267906413413584,0.0021899978164583445
0.25464677810668945,0.999997615814209,0.0002183165488531813,0.0001611132174730301,0.0021918462589383125
0.2646925449371338,0.9999974370002747,-0.0006074391421861947,-0.00026678876020014286,0.0021925726905465126
0.27498841285705566,0.9999975562095642,1.7849561118055135e-05,-0.0003830425557680428,0.002194714965298772
0.28551340103149414,0.9999976754188538,-7.165696297306567e-05,-3.218974234187044e-05,0.0021924860775470734
0.2954263687133789,0.9999976754188538,-9.869933273876086e-05,6.270139419939369e-05,0.002191466512158513
0.3056464195251465,0.9999976754188538,-0.00017294388089794666,-4.393584094941616e-05,0.0021892499644309282
0.3197975158691406,0.999997615814209,-0.00023575112572871149,0.0002153776295017451,0.0021869016345590353
0.3262028694152832,0.999997615814209,-0.00015638595505151898,-0.00018191596609540284,0.0021844867151230574
0.33629274368286133,0.9999974370002747,-0.0005900038522668183,0.00035941568785347044,0.002185829682275653
0.34659361839294434,0.999997615814209,-5.777346814284101e-05,-0.0003492807736620307,0.002183207543566823
0.35678529739379883,0.9999975562095642,0.0005520796403288841,-4.683384031523019e-05,0.0021823777351528406
0.3676471710205078,0.9999975562095642,0.0002874319034162909,0.0002365116961300373,0.002185375662520528
0.3772599697113037,0.999997615814209,-4.378973244456574e-05,0.00024662079522386193,0.0021847437601536512
0.38739562034606934,0.999997615814209,-2.079941077681724e-05,8.005829295143485e-05,0.0021825265139341354
0.3974595069885254,0.9999975562095642,0.0003287587605882436,7.5671896411222406e-06,0.0021841302514076233
0.4077339172363281,0.9999975562095642,0.00013083539670333266,0.00032531796023249626,0.0021832752972841263
0.4235045909881592,0.999997615814209,-2.0372621293063276e-05,0.0002413807960692793,0.002180850598961115
0.428086519241333,0.999997615814209,5.973999941488728e-05,0.00030560241430066526,0.00217867037281394
0.4383828639984131,0.999997615814209,2.0850784494541585e-05,-5.0644277507672086e-05,0.002179266419261694
0.44856810569763184,0.999997615814209,0.00025661473046056926,-0.00035116623621433973,0.002179226605221629
0.4603292942047119,0.9999976754188538,-0.00012664114183280617,-0.000250308308750391,0.002177044516429305
0.46912097930908203,0.999997615814209,6.2742769841861445e-06,-0.00020279015006963164,0.0021748424042016268
0.47910642623901367,0.9999972581863403,0.0004800281021744013,-0.0006907162605784833,0.0021723946556448936
